Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Source Name"""	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer1"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer2"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer3"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood	BTO	http://purl.obolibrary.org/obo/BTO_0000089
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131
MTBLS264	" ""Volunteer4"""	Homo sapiens	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/9606	erythrocyte	BTO	http://purl.obolibrary.org/obo/BTO_0000424
