Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis cinerea	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_226012
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis labrusca x Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_105599
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis berlandieri x V. riparia/Xiphinema index/Glomus intraradices mixed EST library	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_1115876
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis californica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_754096
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis arizonica	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_103353
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603			
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis Vinifera x Vitis berlandieri		
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
MTBLS209	" ""grape berries"""	Vitis	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/3603	Vitis vinifera	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_29760
